,symbol,ens_gene
786,USP24,ENSG00000162402
787,RP11-504A18.1,ENSG00000260971
788,RP4-710M16.2,ENSG00000223956
789,PPAP2B,ENSG00000162407
790,PRKAA2,ENSG00000162409
791,C1orf168,ENSG00000187889
792,C8A,ENSG00000157131
793,C8B,ENSG00000021852
794,DAB1,ENSG00000173406
795,OMA1,ENSG00000162600
796,TACSTD2,ENSG00000184292
797,MYSM1,ENSG00000162601
798,JUN,ENSG00000177606
799,LINC01135,ENSG00000234807
800,RP11-63G10.3,ENSG00000272226
801,RP4-794H19.1,ENSG00000232453
802,RP4-794H19.4,ENSG00000230812
803,RP11-467C18.1,ENSG00000270457
804,FGGY,ENSG00000172456
805,RP4-782L23.1,ENSG00000231816
806,HOOK1,ENSG00000134709
807,CYP2J2,ENSG00000134716
808,NFIA,ENSG00000162599
809,RP4-668G5.1,ENSG00000237928
810,RP5-833A20.1,ENSG00000237853
811,TM2D1,ENSG00000162604
812,RP11-430G17.3,ENSG00000271200
813,INADL,ENSG00000132849
814,L1TD1,ENSG00000240563
815,KANK4,ENSG00000132854
816,USP1,ENSG00000162607
817,DOCK7,ENSG00000116641
818,ANGPTL3,ENSG00000132855
819,RP11-230B22.1,ENSG00000235545
820,ATG4C,ENSG00000125703
821,ALG6,ENSG00000088035
822,ITGB3BP,ENSG00000142856
823,EFCAB7,ENSG00000203965
824,DLEU2L,ENSG00000116652
825,PGM1,ENSG00000079739
826,ROR1,ENSG00000185483
827,RP11-24J23.2,ENSG00000223949
828,UBE2U,ENSG00000177414
829,CACHD1,ENSG00000158966
830,RAVER2,ENSG00000162437
831,JAK1,ENSG00000162434
832,RP11-182I10.3,ENSG00000226891
833,RP4-535B20.4,ENSG00000272506
834,AK4,ENSG00000162433
835,DNAJC6,ENSG00000116675
836,LEPR,ENSG00000116678
837,LEPROT,ENSG00000213625
838,PDE4B,ENSG00000184588
839,SGIP1,ENSG00000118473
840,AL139147.1,ENSG00000248458
841,TCTEX1D1,ENSG00000152760
842,INSL5,ENSG00000172410
843,WDR78,ENSG00000152763
844,MIER1,ENSG00000198160
845,SLC35D1,ENSG00000116704
846,C1orf141,ENSG00000203963
847,IL23R,ENSG00000162594
848,IL12RB2,ENSG00000081985
849,SERBP1,ENSG00000142864
850,GADD45A,ENSG00000116717
851,GNG12,ENSG00000172380
852,GNG12-AS1,ENSG00000232284
853,DIRAS3,ENSG00000162595
854,WLS,ENSG00000116729
855,LRRC7,ENSG00000033122
856,LRRC40,ENSG00000066557
857,SRSF11,ENSG00000116754
858,ANKRD13C,ENSG00000118454
859,HHLA3,ENSG00000197568
860,CTH,ENSG00000116761
861,RP11-42O15.3,ENSG00000271992
862,PTGER3,ENSG00000050628
863,RP3-333A15.1,ENSG00000235782
864,ZRANB2-AS1,ENSG00000235079
865,ZRANB2,ENSG00000132485
866,RP11-386O9.2,ENSG00000237726
867,NEGR1,ENSG00000172260
868,LRRIQ3,ENSG00000162620
869,FPGT,ENSG00000254685
870,FPGT-TNNI3K,ENSG00000259030
871,TNNI3K,ENSG00000116783
872,C1orf173,ENSG00000178965
873,RP11-17E13.2,ENSG00000272864
874,CRYZ,ENSG00000116791
875,TYW3,ENSG00000162623
876,SLC44A5,ENSG00000137968
877,ACADM,ENSG00000117054
878,RABGGTB,ENSG00000137955
879,ST6GALNAC3,ENSG00000184005
880,ST6GALNAC5,ENSG00000117069
881,PIGK,ENSG00000142892
882,AK5,ENSG00000154027
883,ZZZ3,ENSG00000036549
884,USP33,ENSG00000077254
885,FAM73A,ENSG00000180488
886,NEXN-AS1,ENSG00000235927
887,NEXN,ENSG00000162614
888,FUBP1,ENSG00000162613
889,DNAJB4,ENSG00000162616
890,GIPC2,ENSG00000137960
891,RP11-386I14.4,ENSG00000273338
892,PTGFR,ENSG00000122420
893,IFI44L,ENSG00000137959
894,IFI44,ENSG00000137965
895,ELTD1,ENSG00000162618
896,LPHN2,ENSG00000117114
897,RP11-170N11.1,ENSG00000236268
898,RP11-475O6.1,ENSG00000233008
899,TTLL7,ENSG00000137941
900,RP11-486G15.2,ENSG00000271576
901,PRKACB,ENSG00000142875
902,SAMD13,ENSG00000203943
903,DNASE2B,ENSG00000137976
904,RPF1,ENSG00000117133
905,GNG5,ENSG00000174021
906,CTBS,ENSG00000117151
907,SSX2IP,ENSG00000117155
908,LPAR3,ENSG00000171517
909,MCOLN2,ENSG00000153898
910,WDR63,ENSG00000162643
911,MCOLN3,ENSG00000055732
912,SYDE2,ENSG00000097096
913,C1orf52,ENSG00000162642
914,BCL10,ENSG00000142867
915,RP11-131L23.1,ENSG00000223653
916,DDAH1,ENSG00000153904
917,RP11-131L23.2,ENSG00000273264
918,RP11-290M5.4,ENSG00000272691
919,CYR61,ENSG00000142871
920,ZNHIT6,ENSG00000117174
921,COL24A1,ENSG00000171502
922,ODF2L,ENSG00000122417
923,CLCA2,ENSG00000137975
924,CLCA4,ENSG00000016602
925,RP4-612B15.3,ENSG00000261737
926,SH3GLB1,ENSG00000097033
927,15-Sep,ENSG00000183291
928,HS2ST1,ENSG00000153936
929,LMO4,ENSG00000143013
930,RP11-76N22.2,ENSG00000237505
931,PKN2,ENSG00000065243
932,GTF2B,ENSG00000137947
933,CCBL2,ENSG00000137944
934,RBMXL1,ENSG00000213516
935,GBP3,ENSG00000117226
936,GBP1,ENSG00000117228
937,GBP2,ENSG00000162645
938,GBP4,ENSG00000162654
939,GBP5,ENSG00000154451
940,LRRC8B,ENSG00000197147
941,RP5-1007M22.2,ENSG00000231999
942,LRRC8C,ENSG00000171488
943,RP5-943J3.2,ENSG00000272931
944,LRRC8D,ENSG00000171492
945,ZNF326,ENSG00000162664
946,RP4-665J23.1,ENSG00000233593
947,ZNF644,ENSG00000122482
948,HFM1,ENSG00000162669
949,CDC7,ENSG00000097046
950,TGFBR3,ENSG00000069702
951,EPHX4,ENSG00000172031
952,BTBD8,ENSG00000189195
953,KIAA1107,ENSG00000069712
954,RP4-621B10.8,ENSG00000273487
955,GLMN,ENSG00000174842
956,RPAP2,ENSG00000122484
957,GFI1,ENSG00000162676
958,EVI5,ENSG00000067208
959,RPL5,ENSG00000122406
960,FAM69A,ENSG00000154511
961,MTF2,ENSG00000143033
962,TMED5,ENSG00000117500
963,CCDC18,ENSG00000122483
964,DR1,ENSG00000117505
965,FNBP1L,ENSG00000137942
966,BCAR3,ENSG00000137936
967,RP5-1033H22.2,ENSG00000224093
968,RP4-561L24.3,ENSG00000260464
969,DNTTIP2,ENSG00000067334
970,GCLM,ENSG00000023909
971,ABCA4,ENSG00000198691
972,ARHGAP29,ENSG00000137962
973,RP11-148B18.3,ENSG00000226835
974,ABCD3,ENSG00000117528
975,F3,ENSG00000117525
976,RP11-86H7.7,ENSG00000235565
977,LINC01057,ENSG00000224081
978,SLC44A3,ENSG00000143036
979,CNN3,ENSG00000117519
980,RP4-639F20.1,ENSG00000235501
981,ALG14,ENSG00000172339
982,RP11-313A24.1,ENSG00000230427
983,TMEM56,ENSG00000152078
984,RP11-57H12.3,ENSG00000226026
985,RWDD3,ENSG00000122481
986,PTBP2,ENSG00000117569
987,DPYD,ENSG00000188641
988,RP11-490G2.2,ENSG00000259946
989,MIR137HG,ENSG00000225206
990,SNX7,ENSG00000162627
991,LPPR5,ENSG00000117598
992,LPPR4,ENSG00000117600
993,PALMD,ENSG00000099260
994,FRRS1,ENSG00000156869
995,AGL,ENSG00000162688
996,RP5-884G6.2,ENSG00000228084
997,SLC35A3,ENSG00000117620
998,HIAT1,ENSG00000156875
999,SASS6,ENSG00000156876
1000,TRMT13,ENSG00000122435
1001,LRRC39,ENSG00000122477
1002,DBT,ENSG00000137992
1003,RP11-305E17.6,ENSG00000224616
1004,RTCA,ENSG00000137996
1005,CDC14A,ENSG00000079335
1006,VCAM1,ENSG00000162692
1007,EXTL2,ENSG00000162694
1008,RP4-549L20.3,ENSG00000273204
1009,SLC30A7,ENSG00000162695
1010,DPH5,ENSG00000117543
1011,AC093157.1,ENSG00000269175
1012,RP11-421L21.2,ENSG00000235795
1013,RP11-421L21.3,ENSG00000233184
1014,S1PR1,ENSG00000170989
1015,RNPC3,ENSG00000185946
1016,AMY2B,ENSG00000240038
1017,AMY2A,ENSG00000243480
1018,RP11-364B6.1,ENSG00000215869
1019,PRMT6,ENSG00000198890
1020,NTNG1,ENSG00000162631
1021,VAV3,ENSG00000134215
1022,SLC25A24,ENSG00000085491
1023,RP11-483I13.5,ENSG00000260879
1024,FAM102B,ENSG00000162636
1025,HENMT1,ENSG00000162639
1026,PRPF38B,ENSG00000134186
1027,STXBP3,ENSG00000116266
1028,AKNAD1,ENSG00000162641
1029,SPATA42,ENSG00000203897
1030,GPSM2,ENSG00000121957
1031,CLCC1,ENSG00000121940
1032,WDR47,ENSG00000085433
1033,TAF13,ENSG00000197780
1034,RP5-1065J22.8,ENSG00000273382
1035,TMEM167B,ENSG00000215717
1036,SCARNA2,ENSG00000270066
1037,C1orf194,ENSG00000179902
1038,KIAA1324,ENSG00000116299
1039,SARS,ENSG00000031698
1040,CELSR2,ENSG00000143126
1041,PSRC1,ENSG00000134222
1042,MYBPHL,ENSG00000221986
1043,SORT1,ENSG00000134243
1044,PSMA5,ENSG00000143106
1045,SYPL2,ENSG00000143028
1046,ATXN7L2,ENSG00000162650
1047,CYB561D1,ENSG00000174151
1048,AMIGO1,ENSG00000181754
1049,GPR61,ENSG00000156097
1050,GNAI3,ENSG00000065135
1051,GNAT2,ENSG00000134183
1052,AMPD2,ENSG00000116337
1053,GSTM4,ENSG00000168765
1054,GSTM2,ENSG00000213366
1055,GSTM1,ENSG00000134184
1056,GSTM5,ENSG00000134201
1057,GSTM3,ENSG00000134202
1058,EPS8L3,ENSG00000198758
1059,RP11-195M16.1,ENSG00000235005
1060,CSF1,ENSG00000184371
1061,AHCYL1,ENSG00000168710
1062,STRIP1,ENSG00000143093
1063,RP4-773N10.4,ENSG00000258634
1064,SLC6A17,ENSG00000197106
1065,KCNC4-AS1,ENSG00000224965
1066,KCNC4,ENSG00000116396
1067,RP5-1074L1.1,ENSG00000227963
1068,RBM15,ENSG00000162775
1069,SLC16A4,ENSG00000168679
1070,RP5-1074L1.4,ENSG00000273373
1071,LAMTOR5-AS1,ENSG00000224699
1072,LAMTOR5,ENSG00000134248
1073,KCNA2,ENSG00000177301
1074,RP11-284N8.3,ENSG00000259834
1075,KCNA3,ENSG00000177272
1076,CD53,ENSG00000143119
1077,LRIF1,ENSG00000121931
1078,RP11-96K19.5,ENSG00000273010
1079,DRAM2,ENSG00000156171
1080,CEPT1,ENSG00000134255
1081,RP5-1180E21.5,ENSG00000273221
1082,DENND2D,ENSG00000162777
1083,CHI3L2,ENSG00000064886
1084,PIFO,ENSG00000173947
1085,OVGP1,ENSG00000085465
1086,WDR77,ENSG00000116455
1087,ATP5F1,ENSG00000116459
1088,C1orf162,ENSG00000143110
1089,ADORA3,ENSG00000121933
1090,RAP1A,ENSG00000116473
1091,FAM212B,ENSG00000197852
1092,FAM212B-AS1,ENSG00000227811
1093,DDX20,ENSG00000064703
1094,KCND3,ENSG00000171385
1095,RP11-88H9.2,ENSG00000231437
1096,CTTNBP2NL,ENSG00000143079
1097,WNT2B,ENSG00000134245
1098,RP4-671G15.2,ENSG00000273483
1099,ST7L,ENSG00000007341
1100,CAPZA1,ENSG00000116489
1101,MOV10,ENSG00000155363
1102,RP11-426L16.3,ENSG00000225075
1103,RHOC,ENSG00000155366
1104,PPM1J,ENSG00000155367
1105,FAM19A3,ENSG00000184599
1106,SLC16A1,ENSG00000155380
1107,SLC16A1-AS1,ENSG00000226419
1108,RP11-31F15.2,ENSG00000238198
1109,LRIG2,ENSG00000198799
1110,MAGI3,ENSG00000081026
1111,PHTF1,ENSG00000116793
1112,RSBN1,ENSG00000081019
1113,PTPN22,ENSG00000134242
1114,AP4B1-AS1,ENSG00000226167
1115,BCL2L15,ENSG00000188761
1116,AP4B1,ENSG00000134262
1117,DCLRE1B,ENSG00000118655
1118,RP5-1073O3.7,ENSG00000235527
1119,HIPK1,ENSG00000163349
1120,OLFML3,ENSG00000116774
1121,SYT6,ENSG00000134207
1122,TRIM33,ENSG00000197323
1123,BCAS2,ENSG00000116752
1124,DENND2C,ENSG00000175984
1125,NRAS,ENSG00000213281
1126,CSDE1,ENSG00000009307
1127,SIKE1,ENSG00000052723
1128,TSPAN2,ENSG00000134198
1129,RP4-666F24.3,ENSG00000233730
1130,NGF,ENSG00000134259
1131,VANGL1,ENSG00000173218
1132,NHLH2,ENSG00000177551
1133,SLC22A15,ENSG00000163393
1134,MAB21L3,ENSG00000173212
1135,RP5-1185H19.2,ENSG00000235933
1136,ATP1A1,ENSG00000163399
1137,AL136376.1,ENSG00000269279
1138,RP4-655J12.4,ENSG00000233154
1139,RP5-1086K13.1,ENSG00000224950
1140,CD58,ENSG00000116815
1141,IGSF3,ENSG00000143061
1142,CD2,ENSG00000116824
1143,RP4-753F5.1,ENSG00000272715
1144,PTGFRN,ENSG00000134247
1145,CD101,ENSG00000134256
1146,RP11-27K13.3,ENSG00000236137
1147,TTF2,ENSG00000116830
1148,TRIM45,ENSG00000134253
1149,VTCN1,ENSG00000134258
1150,RP11-188D8.1,ENSG00000271427
1151,MAN1A2,ENSG00000198162
1152,FAM46C,ENSG00000183508
1153,GDAP2,ENSG00000196505
1154,WDR3,ENSG00000065183
1155,SPAG17,ENSG00000155761
1156,TBX15,ENSG00000092607
1157,WARS2,ENSG00000116874
1158,RP11-418J17.1,ENSG00000231365
1159,HSD3B2,ENSG00000203859
1160,ZNF697,ENSG00000143067
1161,PHGDH,ENSG00000092621
1162,HMGCS2,ENSG00000134240
1163,REG4,ENSG00000134193
1164,NOTCH2,ENSG00000134250
1165,RP11-114O18.1,ENSG00000273406
1166,RP11-439A17.7,ENSG00000236933
1167,FAM72B,ENSG00000188610
1168,RP11-439A17.9,ENSG00000233029
1169,RP11-343N15.5,ENSG00000269996
1170,AL592494.5,ENSG00000227082
1171,RP11-344P13.6,ENSG00000272583
1172,RP11-417J8.3,ENSG00000230880
1173,RP11-417J8.6,ENSG00000203849
1174,RP11-423O2.5,ENSG00000234978
1175,RP11-782C8.2,ENSG00000232274
1176,RP11-782C8.1,ENSG00000230850
1177,RP11-782C8.3,ENSG00000232336
1178,RP11-782C8.5,ENSG00000225278
1179,RP11-435B5.3,ENSG00000242569
1180,RP11-435B5.4,ENSG00000185044
1181,RP11-435B5.5,ENSG00000238261
1182,RP6-206I17.1,ENSG00000223804
1183,RP6-206I17.2,ENSG00000231734
1184,FAM72D,ENSG00000215784
1185,NBPF8,ENSG00000162825
1186,LINC00623,ENSG00000235398
1187,AL592284.1,ENSG00000231360
1188,RP11-640M9.1,ENSG00000236943
1189,NBPF9,ENSG00000168614
1190,RP4-791M13.3,ENSG00000254539
1191,PDE4DIP,ENSG00000178104
1192,AL590452.1,ENSG00000268172
1193,RP11-326G21.1,ENSG00000272755
1194,NOTCH2NL,ENSG00000213240
1195,RP11-458D21.5,ENSG00000255168
1196,NBPF10,ENSG00000163386
1197,RP11-458D21.1,ENSG00000233396
1198,TXNIP,ENSG00000117289
1199,POLR3GL,ENSG00000121851
1200,ANKRD34A,ENSG00000181039
1201,RP11-315I20.1,ENSG00000234222
1202,LIX1L,ENSG00000152022
1203,RBM8A,ENSG00000131795
1204,PEX11B,ENSG00000131779
1205,ITGA10,ENSG00000143127
1206,ANKRD35,ENSG00000198483
1207,PIAS3,ENSG00000131788
1208,NUDT17,ENSG00000186364
1209,POLR3C,ENSG00000186141
1210,RNF115,ENSG00000121848
1211,CD160,ENSG00000117281
1212,PDZK1,ENSG00000174827
1213,GPR89A,ENSG00000117262
1214,GPR89C,ENSG00000196644
1215,NBPF11,ENSG00000152042
1216,NBPF12,ENSG00000186275
1217,PRKAB2,ENSG00000131791
1218,RP11-337C18.8,ENSG00000237188
1219,FMO5,ENSG00000131781
1220,RP11-337C18.9,ENSG00000271721
1221,CHD1L,ENSG00000131778
1222,BCL9,ENSG00000116128
1223,ACP6,ENSG00000162836
1224,GJA5,ENSG00000143140
1225,GPR89B,ENSG00000188092
1226,XXyac-YX155B6.7,ENSG00000273059
1227,XXyac-YX155B6.6,ENSG00000226335
1228,LINC01138,ENSG00000215863
1229,NBPF14,ENSG00000122497
1230,RP11-89F3.2,ENSG00000236140
1231,NBPF20,ENSG00000203832
1232,NBPF15,ENSG00000243452
1233,RP11-666A1.5,ENSG00000237253
1234,NBPF16,ENSG00000203827
1235,RP11-763B22.4,ENSG00000237343
1236,RP11-14N7.2,ENSG00000232527
1237,RP11-403I13.5,ENSG00000232721
1238,RP11-403I13.4,ENSG00000223779
1239,RP11-403I13.8,ENSG00000235999
1240,FAM72C,ENSG00000203817
1241,RP11-277L2.4,ENSG00000268544
1242,RP11-277L2.3,ENSG00000233368
1243,RP11-277L2.5,ENSG00000269614
1244,RP11-353N4.1,ENSG00000229801
1245,RP11-353N4.4,ENSG00000223759
1246,HIST2H2BF,ENSG00000203814
1247,RP11-196G18.3,ENSG00000233030
1248,RP11-196G18.23,ENSG00000264207
1249,HIST2H2AA3,ENSG00000183558
1250,RP11-196G18.24,ENSG00000272993
1251,HIST2H2BE,ENSG00000184678
1252,HIST2H2AC,ENSG00000184260
1253,BOLA1,ENSG00000178096
1254,SV2A,ENSG00000159164
1255,SF3B4,ENSG00000143368
1256,MTMR11,ENSG00000014914
1257,OTUD7B,ENSG00000163113
1258,VPS45,ENSG00000136631
1259,PLEKHO1,ENSG00000023902
1260,ANP32E,ENSG00000143401
1261,RP4-790G17.7,ENSG00000271845
1262,CA14,ENSG00000118298
1263,APH1A,ENSG00000117362
1264,C1orf54,ENSG00000118292
1265,C1orf51,ENSG00000159208
1266,MRPS21,ENSG00000187145
1267,PRPF3,ENSG00000117360
1268,RPRD2,ENSG00000163125
1269,TARS2,ENSG00000143374
1270,ECM1,ENSG00000143369
1271,LINC00568,ENSG00000228126
1272,ADAMTSL4,ENSG00000143382
1273,ADAMTSL4-AS1,ENSG00000203804
1274,MCL1,ENSG00000143384
1275,ENSA,ENSG00000143420
1276,GOLPH3L,ENSG00000143457
1277,HORMAD1,ENSG00000143452
1278,CTSS,ENSG00000163131
1279,CTSK,ENSG00000143387
1280,ARNT,ENSG00000143437
1281,SETDB1,ENSG00000143379
1282,CERS2,ENSG00000143418
1283,RP11-316M1.12,ENSG00000259357
1284,RP11-316M1.3,ENSG00000231073
1285,ANXA9,ENSG00000143412
1286,FAM63A,ENSG00000143409
1287,PRUNE,ENSG00000143363
1288,BNIPL,ENSG00000163141
1289,C1orf56,ENSG00000143443
1290,CDC42SE1,ENSG00000197622
1291,MLLT11,ENSG00000213190
1292,GABPB2,ENSG00000143458
1293,SEMA6C,ENSG00000143434
1294,TNFAIP8L2,ENSG00000163154
1295,SCNM1,ENSG00000163156
1296,LYSMD1,ENSG00000163155
1297,TMOD4,ENSG00000163157
1298,VPS72,ENSG00000163159
1299,PIP5K1A,ENSG00000143398
1300,PSMD4,ENSG00000159352
1301,RP11-126K1.2,ENSG00000232671
1302,ZNF687,ENSG00000143373
1303,PI4KB,ENSG00000143393
1304,RP11-126K1.9,ENSG00000273481
1305,RFX5,ENSG00000143390
1306,RP11-126K1.6,ENSG00000237976
1307,SELENBP1,ENSG00000143416
1308,PSMB4,ENSG00000159377
1309,POGZ,ENSG00000143442
1310,CGN,ENSG00000143375
1311,TUFT1,ENSG00000143367
1312,SNX27,ENSG00000143376
1313,CELF3,ENSG00000159409
1314,RIIAD1,ENSG00000178796
1315,RP11-98D18.15,ENSG00000269621
1316,MRPL9,ENSG00000143436
1317,OAZ3,ENSG00000143450
1318,RP11-98D18.16,ENSG00000268288
1319,TDRKH,ENSG00000182134
1320,RP11-98D18.9,ENSG00000203288
1321,RP11-98D18.17,ENSG00000269489
1322,LINGO4,ENSG00000213171
1323,RORC,ENSG00000143365
1324,C2CD4D,ENSG00000225556
1325,AL450992.2,ENSG00000234614
1326,THEM4,ENSG00000159445
1327,S100A10,ENSG00000197747
1328,S100A11,ENSG00000163191
1329,TCHH,ENSG00000159450
1330,FLG-AS1,ENSG00000237975
1331,RP11-107M16.2,ENSG00000236427
1332,HRNR,ENSG00000197915
1333,FLG2,ENSG00000143520
1334,CRCT1,ENSG00000169509
1335,SPRR1A,ENSG00000169474
1336,SPRR3,ENSG00000163209
1337,SPRR1B,ENSG00000169469
1338,SPRR2D,ENSG00000163216
1339,SPRR2A,ENSG00000241794
1340,SPRR2F,ENSG00000244094
1341,PGLYRP4,ENSG00000163218
1342,S100A9,ENSG00000163220
1343,S100A8,ENSG00000143546
1344,BX470102.3,ENSG00000238279
1345,S100A6,ENSG00000197956
1346,S100A5,ENSG00000196420
1347,S100A4,ENSG00000196154
1348,S100A3,ENSG00000188015
1349,S100A2,ENSG00000196754
1350,S100A16,ENSG00000188643
1351,S100A14,ENSG00000189334
1352,S100A13,ENSG00000189171
1353,S100A1,ENSG00000160678
1354,RP1-178F15.4,ENSG00000272030
1355,CHTOP,ENSG00000160679
1356,SNAPIN,ENSG00000143553
1357,ILF2,ENSG00000143621
1358,NPR1,ENSG00000169418
1359,INTS3,ENSG00000143624
1360,SLC27A3,ENSG00000143554
1361,GATAD2B,ENSG00000143614
1362,DENND4B,ENSG00000198837
1363,CRTC2,ENSG00000160741
1364,SLC39A1,ENSG00000143570
1365,RP11-422P24.10,ENSG00000273026
1366,CREB3L4,ENSG00000143578
1367,JTB,ENSG00000143543
1368,RP11-422P24.11,ENSG00000272654
1369,RAB13,ENSG00000143545
1370,RPS27,ENSG00000177954
1371,NUP210L,ENSG00000143552
1372,TPM3,ENSG00000143549
1373,C1orf43,ENSG00000143612
1374,UBAP2L,ENSG00000143569
1375,HAX1,ENSG00000143575
1376,AQP10,ENSG00000143595
1377,ATP8B2,ENSG00000143515
1378,RP11-350G8.5,ENSG00000228013
1379,IL6R,ENSG00000160712
1380,SHE,ENSG00000169291
1381,RP11-350G8.9,ENSG00000273110
1382,TDRD10,ENSG00000163239
1383,UBE2Q1,ENSG00000160714
1384,CHRNB2,ENSG00000160716
1385,ADAR,ENSG00000160710
1386,KCNN3,ENSG00000143603
1387,PMVK,ENSG00000163344
1388,RP11-307C12.13,ENSG00000270361
1389,PBXIP1,ENSG00000163346
1390,PYGO2,ENSG00000163348
1391,RP11-307C12.12,ENSG00000271380
1392,SHC1,ENSG00000160691
1393,CKS1B,ENSG00000173207
1394,FLAD1,ENSG00000160688
1395,ZBTB7B,ENSG00000160685
1396,DCST2,ENSG00000163354
1397,RP11-307C12.11,ENSG00000232093
1398,ADAM15,ENSG00000143537
1399,EFNA4,ENSG00000243364
1400,EFNA3,ENSG00000143590
1401,EFNA1,ENSG00000169242
1402,SLC50A1,ENSG00000169241
1403,DPM3,ENSG00000179085
1404,KRTCAP2,ENSG00000163463
1405,TRIM46,ENSG00000163462
1406,MUC1,ENSG00000185499
1407,THBS3,ENSG00000169231
1408,RP11-263K19.4,ENSG00000231064
1409,MTX1,ENSG00000173171
1410,GBA,ENSG00000177628
1411,FAM189B,ENSG00000160767
1412,SCAMP3,ENSG00000116521
1413,CLK2,ENSG00000176444
1414,HCN3,ENSG00000143630
1415,FDPS,ENSG00000160752
1416,RUSC1-AS1,ENSG00000225855
1417,RUSC1,ENSG00000160753
1418,ASH1L,ENSG00000116539
1419,MSTO1,ENSG00000125459
1420,YY1AP1,ENSG00000163374
1421,DAP3,ENSG00000132676
1422,GON4L,ENSG00000116580
1423,SYT11,ENSG00000132718
1424,RIT1,ENSG00000143622
1425,KIAA0907,ENSG00000132680
1426,ARHGEF2,ENSG00000116584
1427,RP11-336K24.12,ENSG00000273002
1428,SSR2,ENSG00000163479
1429,UBQLN4,ENSG00000160803
1430,LAMTOR2,ENSG00000116586
1431,RAB25,ENSG00000132698
1432,MEX3A,ENSG00000254726
1433,LMNA,ENSG00000160789
1434,SEMA4A,ENSG00000196189
1435,SLC25A44,ENSG00000160785
1436,PMF1-BGLAP,ENSG00000260238
1437,PMF1,ENSG00000160783
1438,BGLAP,ENSG00000242252
1439,PAQR6,ENSG00000160781
1440,SMG5,ENSG00000198952
1441,TMEM79,ENSG00000163472
1442,C1orf85,ENSG00000198715
1443,CCT3,ENSG00000163468
1444,TSACC,ENSG00000163467
1445,RHBG,ENSG00000132677
1446,C1orf61,ENSG00000125462
1447,RP11-98G7.1,ENSG00000236947
1448,MEF2D,ENSG00000116604
1449,APOA1BP,ENSG00000163382
1450,GPATCH4,ENSG00000160818
1451,RP11-284F21.9,ENSG00000272068
1452,BCAN,ENSG00000132692
1453,RP11-284F21.10,ENSG00000272405
1454,NES,ENSG00000132688
1455,CRABP2,ENSG00000143320
1456,ISG20L2,ENSG00000143319
1457,RRNAD1,ENSG00000143303
1458,MRPL24,ENSG00000143314
1459,HDGF,ENSG00000143321
1460,PRCC,ENSG00000143294
1461,SH2D2A,ENSG00000027869
1462,NTRK1,ENSG00000198400
1463,INSRR,ENSG00000027644
1464,PEAR1,ENSG00000187800
1465,ARHGEF11,ENSG00000132694
1466,ETV3,ENSG00000117036
1467,KIRREL,ENSG00000183853
1468,CD1D,ENSG00000158473
1469,IFI16,ENSG00000163565
1470,AIM2,ENSG00000163568
1471,CADM3,ENSG00000162706
1472,APCS,ENSG00000132703
1473,CRP,ENSG00000132693
1474,DUSP23,ENSG00000158716
1475,FCRL6,ENSG00000181036
1476,SLAMF8,ENSG00000158714
1477,C1orf204,ENSG00000188004
1478,VSIG8,ENSG00000243284
1479,RP11-190A12.8,ENSG00000272668
1480,CCDC19,ENSG00000213085
1481,TAGLN2,ENSG00000158710
1482,IGSF9,ENSG00000085552
1483,SLAMF9,ENSG00000162723
1484,LINC01133,ENSG00000224259
1485,PIGM,ENSG00000143315
1486,IGSF8,ENSG00000162729
1487,RP11-536C5.7,ENSG00000227741
1488,PEA15,ENSG00000162734
1489,DCAF8,ENSG00000132716
1490,DCAF8-1,ENSG00000258465
1491,RP11-574F21.2,ENSG00000228606
1492,PEX19,ENSG00000162735
1493,COPA,ENSG00000122218
1494,NCSTN,ENSG00000162736
1495,NHLH1,ENSG00000171786
1496,VANGL2,ENSG00000162738
1497,RP11-528G1.2,ENSG00000234425
1498,CD84,ENSG00000066294
1499,CD48,ENSG00000117091
1500,SLAMF7,ENSG00000026751
1501,ITLN1,ENSG00000179914
1502,F11R,ENSG00000158769
1503,TSTD1,ENSG00000215845
1504,USF1,ENSG00000158773
1505,ARHGAP30,ENSG00000186517
1506,PVRL4,ENSG00000143217
1507,RP11-544M22.8,ENSG00000228917
1508,KLHDC9,ENSG00000162755
1509,PFDN2,ENSG00000143256
1510,NIT1,ENSG00000158793
1511,DEDD,ENSG00000158796
1512,UFC1,ENSG00000143222
1513,RP11-297K8.2,ENSG00000224985
1514,USP21,ENSG00000143258
1515,PPOX,ENSG00000143224
1516,B4GALT3,ENSG00000158850
1517,ADAMTS4,ENSG00000158859
1518,NDUFS2,ENSG00000158864
1519,FCER1G,ENSG00000158869
1520,APOA2,ENSG00000158874
1521,TOMM40L,ENSG00000158882
1522,NR1I3,ENSG00000143257
1523,PCP4L1,ENSG00000248485
1524,MPZ,ENSG00000158887
1525,SDHC,ENSG00000143252
1526,C1orf192,ENSG00000188931
1527,RP11-122G18.5,ENSG00000235477
1528,RP11-122G18.8,ENSG00000273075
1529,FCGR2A,ENSG00000143226
1530,HSPA6,ENSG00000173110
1531,FCRLA,ENSG00000132185
1532,FCRLB,ENSG00000162746
1533,DUSP12,ENSG00000081721
1534,RP11-474I16.8,ENSG00000226889
1535,ATF6,ENSG00000118217
1536,OLFML2B,ENSG00000162745
1537,NOS1AP,ENSG00000198929
1538,C1orf226,ENSG00000239887
1539,UHMK1,ENSG00000152332
1540,UAP1,ENSG00000117143
